,measurement,city
0,3.9938510512485923,vancouver
1,0.048427715282349265,vancouver
2,0.23373496751296854,vancouver
3,0.09162655970663192,vancouver
4,4.101506249134709,vancouver
5,0.19385866781388217,vancouver
6,0.10235055758625941,vancouver
7,0.1290755823555731,vancouver
8,0.8108013852894581,vancouver
9,0.16584365568629786,vancouver
10,0.341622555719678,vancouver
11,2.4050862638316075,vancouver
12,3.949056403298464,vancouver
13,1.574709938868673,vancouver
14,0.9499924046163727,vancouver
15,0.8178160758700088,vancouver
16,0.0983317147514336,vancouver
17,0.6119164589552665,vancouver
18,0.9847055199497001,vancouver
19,0.7366826797505347,vancouver
20,0.5219437761400053,vancouver
21,0.46170692065695834,vancouver
22,0.9407728752027616,vancouver
23,3.4336822797305997,vancouver
24,0.39375905686507795,vancouver
25,0.29850377898027836,vancouver
26,2.1529255560507465,vancouver
27,0.1482784083358179,vancouver
28,0.13454465391574222,vancouver
29,0.5697008574159877,vancouver
30,0.9150723658294586,vancouver
31,2.9885814103013333,vancouver
32,1.3166155234345496,vancouver
33,0.8682229667401656,vancouver
34,2.601613171222836,vancouver
35,1.0761470324085167,vancouver
36,0.2123428754983633,vancouver
37,1.408555627697904,vancouver
38,4.721265220151836,vancouver
39,1.204646379581434,vancouver
40,0.21229474386431166,vancouver
41,1.5418131961657286,vancouver
42,1.5795726220245183,vancouver
43,0.1823156149616579,vancouver
44,2.913671936110256,vancouver
45,0.607994511400642,vancouver
46,1.9835500207762458,vancouver
47,0.2755956124329133,vancouver
48,0.06296052918244639,vancouver
49,0.21921009155260368,vancouver
50,0.891274183516603,vancouver
51,0.4629655987844363,vancouver
52,0.20365711816627033,vancouver
53,2.266147726112947,vancouver
54,0.6334848639927957,vancouver
55,0.1350105701443663,vancouver
56,0.13652301278943166,vancouver
57,0.8409611644659624,vancouver
58,0.5938389423994369,vancouver
59,3.012472143161396,vancouver
60,1.8885363936313053,vancouver
61,1.692411469618028,vancouver
62,4.72299336005658,vancouver
63,0.2941433188126163,vancouver
64,0.19672584107689725,vancouver
65,0.8305284181209424,vancouver
66,0.9818460457758947,vancouver
67,0.8757788211672243,vancouver
68,0.4753279824896502,vancouver
69,0.732949838829317,vancouver
70,0.6266360118921765,vancouver
71,0.13362522264643614,vancouver
72,0.9304068788165619,vancouver
73,1.4489811099098628,vancouver
74,0.1514153349051021,vancouver
75,0.528893219604214,vancouver
76,0.06355869807051916,vancouver
77,3.826399836456974,vancouver
78,0.35779997118056983,vancouver
79,1.405894235869795,vancouver
80,1.2231553656337566,vancouver
81,2.3742684824125853,vancouver
82,0.28760326312604395,vancouver
83,0.06053426151453406,vancouver
84,2.3944908342495,vancouver
85,2.9931499908645867,vancouver
86,0.15575293222958264,vancouver
87,0.6402319697736742,vancouver
88,0.15196632091490372,vancouver
89,0.541637020093593,vancouver
90,0.46387100033742057,vancouver
91,1.3637248838227176,vancouver
92,0.0312005788294325,vancouver
93,0.1518507744201229,vancouver
94,1.8923655978231742,vancouver
95,0.043940795006509194,vancouver
96,0.03795382017020623,vancouver
97,0.3887916519732439,vancouver
98,1.6089046204204729,vancouver
99,0.16466659445002302,vancouver
100,2.8339618134021887,vancouver
101,0.280112501956744,vancouver
102,2.949565734990591,vancouver
103,0.4879957673931257,vancouver
104,2.3528115596625194,vancouver
105,0.36538815761387994,vancouver
106,1.1479630835267793,vancouver
107,4.213954238615375,vancouver
108,0.47127267253672295,vancouver
109,0.19613710717853805,vancouver
110,0.33229912711213,vancouver
111,2.00760514623503,vancouver
112,0.3418893105479485,vancouver
113,0.07717481145505757,vancouver
114,1.5779064550510498,vancouver
115,4.0572264296616005,vancouver
116,0.847638871570999,vancouver
117,0.08352225098216215,vancouver
118,1.8200882405184737,vancouver
119,1.3033681294737198,vancouver
120,0.33182550086778106,vancouver
121,0.027534162695839394,vancouver
122,0.36317201486084294,vancouver
123,1.2217710523678813,vancouver
124,0.32626676296711693,vancouver
125,4.077392466971395,vancouver
126,0.782987859442496,vancouver
127,0.9571480452838279,vancouver
128,0.2551424595990554,vancouver
129,2.675429820967627,vancouver
130,0.4016103740291527,vancouver
131,0.46987336940054314,vancouver
132,1.094184750799327,vancouver
133,1.644678482909903,vancouver
134,0.057053273523759655,vancouver
135,1.3238195911369013,vancouver
136,0.33550380781483874,vancouver
137,2.5250341956318128,vancouver
138,0.5861596754949125,vancouver
139,0.08890576560315774,vancouver
140,0.07279699409707714,vancouver
141,0.21453237880157577,vancouver
142,0.03094683170035265,vancouver
143,2.0558686771616506,vancouver
144,0.8387021908905878,vancouver
145,0.18196668480658726,vancouver
146,1.9159097935983174,vancouver
147,0.3562761129507911,vancouver
148,1.4684128627448543,vancouver
149,0.9038597804766835,vancouver
150,1.8784197854452915,vancouver
151,0.2679420377807405,vancouver
152,0.10900352683206173,vancouver
153,1.2341109553516298,vancouver
154,1.2671039347767705,vancouver
155,0.013196344758819258,vancouver
156,0.6025486192994473,vancouver
157,1.2973730406544282,vancouver
158,1.6250447047337837,vancouver
159,0.20170563865919267,vancouver
160,0.4239993993430454,vancouver
161,0.6472942463456771,vancouver
162,0.42306447502473643,vancouver
163,1.1432613996797851,vancouver
164,1.2222563756637996,vancouver
165,1.7229131142637093,vancouver
166,1.8742301178139713,vancouver
167,0.31348131793607426,vancouver
168,0.19048602546876778,vancouver
169,0.9698289001670104,vancouver
170,0.7336006595677624,vancouver
171,1.0329086853953358,vancouver
172,1.4716720770270848,vancouver
173,1.5569771054267265,vancouver
174,0.4115826947008509,vancouver
175,0.08148746761071311,vancouver
176,1.3111778149662836,vancouver
177,0.8026645015275207,vancouver
178,0.45448251607474555,vancouver
179,2.3022442587060397,vancouver
180,1.1149735836658956,vancouver
181,0.9285032127463861,vancouver
182,0.6398452098579875,vancouver
183,0.6536488904411877,vancouver
184,1.3912490395725512,vancouver
185,1.6191307491857292,vancouver
186,0.17228905441544107,vancouver
187,1.935170977728574,vancouver
188,0.22984834590565542,vancouver
189,1.0523423007071047,vancouver
190,0.6029615024731372,vancouver
191,3.327613146972173,vancouver
192,0.8091135171386222,vancouver
193,0.49165184260079103,vancouver
194,1.193286210684085,vancouver
195,0.25652061581794683,vancouver
196,0.5360041545089828,vancouver
197,1.6964022617831758,vancouver
198,0.03088889260938791,vancouver
199,0.23338270461118552,vancouver
200,1.321924904481174,vancouver
201,0.7110937465662647,vancouver
202,2.610433790180732,vancouver
203,0.34024208139120765,vancouver
204,4.318456390125529,vancouver
205,0.6426249344737026,vancouver
206,1.1811487593065624,vancouver
207,0.07539666258337165,vancouver
208,0.7193521861814569,vancouver
209,0.08614416877688885,vancouver
